owner	method	mangled	evidence	source	note
IVP_Real_Object	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Object/core offsets are corroborated by retained field accesses and Player object mapping.
IVP_Environment	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The retained constructor/destructor and accessors cover the 0x178 layout, including three vectors at +0xF4/+0xFC/+0x104, customer state at +0x10C/+0x110/+0x114 and the manager backlink at +0x118.
IVP_Environment	add_listener_constraint_global	?add_listener_constraint_global@IVP_Environment@@QAEXPAVIVP_Listener_Constraint@@@Z	retail-structure-absent	docs/zh-CN/ivp-retail-differences.md	Ballance constructs only collision, PSI and Core-revival vectors at +0xF4/+0xFC/+0x104; +0x10C is the owned customer-name pointer, so the neighboring constraint-listener registration cannot be represented ABI-compatibly.
IVP_Environment	remove_listener_constraint_global	?remove_listener_constraint_global@IVP_Environment@@QAEXPAVIVP_Listener_Constraint@@@Z	retail-structure-absent	docs/zh-CN/ivp-retail-differences.md	Ballance has no constraint-listener vector to remove from; treating +0x10C as that vector would overwrite the customer-name allocation released by the retail destructor.
IVP_Environment	fire_event_constraint_broken	?fire_event_constraint_broken@IVP_Environment@@QAEXPAVIVP_Constraint@@@Z	retail-structure-absent	docs/zh-CN/ivp-retail-differences.md	No retained code reads a constraint-listener vector. The two break branches in Local simulation call vtable byte offset +0x18, which is slot 6, the scalar deleting destructor, rather than a listener dispatcher.
IVP_Listener_Constraint	*		layout-not-applicable	docs/zh-CN/ivp-retail-differences.md	The source-era pure callback declaration is retained for source completeness, but Ballance has no listener storage, dispatcher, or cross-DLL callsite, so no instance participates in the retail ABI.
IVP_Environment_Manager	create_environment	?create_environment@IVP_Environment_Manager@@QAEPAVIVP_Environment@@PAVIVP_Application_Environment@@PBDI@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The mandatory retail DLL constructs a complete Environment, registers it in the process manager and preserves the copied customer identity, authorization code, fixed count and exact +0x118 manager backlink.
IVP_Environment	~IVP_Environment		host-test	tests/IvpRetailContactLifecycleTest.cpp	Destroying the exact-DLL-created Environment frees the retail-owned customer-name copy through the same runtime and removes the object from its manager's environment vector.
IVP_Template_Spring	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The retained Spring constructor writes the published fields and 0x38 boundary.
IVP_Actuator_Spring	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Retained Spring methods access the published 0x98 base layout.
IVP_Template_Constraint	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Retained constraint construction reads the Ballance template layout.
IVP_Constraint	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Retail vtable, allocation and base field accesses corroborate the base layout.
IVP_Constraint_Local	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Retail allocation size, constructor and accessors corroborate the local layout.
IVP_Listener_Collision	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The five-slot Ballance vtable and its callsites are directly identified.
IVP_U_Point	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Retained x87/SSE users corroborate three binary64 coordinates and alignment.
IVP_U_Float_Point	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Retained users corroborate three binary32 coordinates and the aligned fourth lane.
IVP_U_Matrix3	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Retained transforms corroborate the three row vectors and x86 alignment.
IVP_U_Matrix	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Retained transforms corroborate Matrix3 followed by the translation vector.
IVP_U_Quat	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Retained matrix conversion and normalization bodies read and write four consecutive binary64 components at offsets 0x00, 0x08, 0x10 and 0x18 in the 0x20 object.
IVP_U_Hesse	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Retained calculation, projection and normalization bodies use the IVP_U_Point prefix and the fourth binary64 plane coefficient at offset 0x18 in the 0x20 object.
IVP_VHash_Store	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The exact constructor, destructor and rehash body establish five x86 fields at offsets 0x00 through 0x10 and a 0x14-byte boundary; each store element is three dwords.
IVP_Cache_Object	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Six retained coordinate-transform bodies access the matrix at +0x30 and its translation at +0x90; the manager allocates and traverses cache objects with an exact 0xD0 stride.
IVP_Cache_Object_Manager	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The exact constructor and destructor establish count +0x00, reuse index +0x04 and buffer +0x08 as the complete 0x0C manager layout.
IVP_U_Min_Hash	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The exact constructor and destructor establish size and three pointer fields at +0x00..+0x0C plus counter +0x10; add allocates each retained element as 0x18 bytes and accesses its sorted comparison index at +0x10 and payload at +0x14.
IVP_Great_Matrix_Many_Zero	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Retained matrix solvers access the published row and vector fields.
IVP_Object_Attach	*		layout-not-applicable	ivp_intern/ivp_object_attach.hxx; include/BML/IVP/ObjectAttach.h	All three public operations are static and no instance or this-pointer crosses the ABI; the compiler's nominal empty-class size is not an IVP object-layout contract.
IVP_Object_Attach	reposition_object_Ros		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_intern/ivp_object_attach.cxx	Selectively adapts the parent-relative transform, object-from-core update, hull growth, cache invalidation, and mindist rebuild sequence using the Ballance layouts and retained retail callees.
IVP_Object_Attach	reposition_object_Ros		host-test	tests/IvpBeamObjectTest.cpp	A parent-relative Ballance object case verifies the resulting object-from-core transform and the required hull/cache/mindist operation order.
IVP_Object_Attach	attach_object		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_intern/ivp_object_attach.cxx	Selectively reconstructs movement-state synchronization, Core membership migration, compound radii, and world-pose preservation around Ballance retail Core/Object operations.
IVP_Object_Attach	attach_object		host-test	tests/IvpBeamObjectTest.cpp	A sleeping child joins a moving parent Core while preserving world pose, growing compound radii, synchronizing state, and rebuilding collision data in lifecycle order.
IVP_Object_Attach	detach_object		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_intern/ivp_object_attach.cxx	Selectively reconstructs contact teardown, retail-allocated Core replacement, world-pose and surface-velocity transfer, and next-PSI collision scheduling; it fixes the nearby use-after-delete by saving the old movement state before unlinking.
IVP_Object_Attach	detach_object		host-test	tests/IvpBeamObjectTest.cpp	A moving compound child becomes an independent Core while preserving tangential surface velocity, template data, object membership, hull growth, and next-PSI scheduling order.
IVP_Constraint_Car_Object	*		layout-ida-only	tools/ivp/Inspect-IvpTypes.py	The imported 0xB0 UDT and neighboring header agree field-by-field; no class-specific retail body survives.
IVP_Constraint_Solver_Car	*		layout-ida-only	tools/ivp/Inspect-IvpTypes.py	The imported 0xA0 UDT agrees with the neighboring field layout; the concrete vtable and methods are link-stripped.
IVP_Constraint_Solver_Car_Builder	*		layout-ida-only	tools/ivp/Inspect-IvpTypes.py	The imported 0x30 UDT agrees with the neighboring builder layout; no class-specific retail body survives.
IVP_Constraint_Car_Object	IVP_Constraint_Car_Object		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_controller/ivp_constraint_car.cxx	Real-wheel target-frame and core back-reference initialization selectively follows the neighboring implementation.
IVP_Constraint_Car_Object	~IVP_Constraint_Car_Object		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_controller/ivp_constraint_car.cxx	Real-wheel core back-reference teardown selectively follows the neighboring implementation.
IVP_Constraint_Car_Object	get_core		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_controller/ivp_constraint_car.hxx	The inline accessor returns the confirmed real-object core pointer.
IVP_Constraint_Solver_Car	IVP_Constraint_Solver_Car		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_controller/ivp_constraint_car.cxx	Axis handedness, speed cap and plan-B state selectively follow the neighboring implementation.
IVP_Constraint_Solver_Car	~IVP_Constraint_Solver_Car		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_controller/ivp_constraint_car.cxx	Controller, wheel, fallback-constraint and matrix ownership selectively follow the neighboring implementation.
IVP_Constraint_Solver_Car	init_constraint_system		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_controller/ivp_constraint_car.cxx	Four-wheel registration and effective-mass construction selectively follow the neighboring implementation.
IVP_Constraint_Solver_Car	do_simulation_controller		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_controller/ivp_constraint_car.cxx	Rotation and bilateral x/z correction selectively follow the neighboring implementation.
IVP_Constraint_Solver_Car	get_associated_controlled_cores		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_controller/ivp_constraint_car.hxx	The inline accessor returns the embedded core vector at the imported offset.
IVP_Constraint_Solver_Car	get_num_of_appending_terminals		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_controller/ivp_constraint_car.hxx	The inline accessor returns the real-wheel vector length.
IVP_Constraint_Solver_Car_Builder	IVP_Constraint_Solver_Car_Builder		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_controller/ivp_constraint_car.cxx	Builder initialization selectively follows the neighboring implementation.
IVP_Constraint_Solver_Car_Builder	disable_constraint		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_controller/ivp_constraint_car.cxx	Constraint-axis removal selectively follows the neighboring implementation.
IVP_Constraint_Solver_Car_Builder	calc_constraint_matrix		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_controller/ivp_constraint_car.cxx	The effective-mass matrix is built from retained Core test-push ABI and inverted with the verified Ballance matrix layout.
IVP_Constraint_Car_Object	IVP_Constraint_Car_Object		host-test	tests/IvpCarGeometryTest.cpp	A four-real-wheel body initializes target frames and core back-references.
IVP_Constraint_Car_Object	~IVP_Constraint_Car_Object		host-test	tests/IvpCarGeometryTest.cpp	Four wheel back-references are cleared during solver teardown.
IVP_Constraint_Car_Object	get_core		host-test	tests/IvpCarGeometryTest.cpp	The full matrix and PSI path resolves each wheel and body core through this accessor.
IVP_Constraint_Solver_Car	IVP_Constraint_Solver_Car		host-test	tests/IvpCarGeometryTest.cpp	A four-wheel x/z constraint system is constructed with Ballance axes and handedness.
IVP_Constraint_Solver_Car	~IVP_Constraint_Solver_Car		host-test	tests/IvpCarGeometryTest.cpp	The real-wheel controller unregisters and releases owned wheel/matrix state.
IVP_Constraint_Solver_Car	init_constraint_system		host-test	tests/IvpCarGeometryTest.cpp	A four-wheel 8x8 effective-mass matrix is built and inverted successfully.
IVP_Constraint_Solver_Car	do_simulation_controller		host-test	tests/IvpCarGeometryTest.cpp	One PSI converges all four wheel/body x/z relative velocities while conserving momentum.
IVP_Constraint_Solver_Car	get_associated_controlled_cores		host-test	tests/IvpCarGeometryTest.cpp	The scenario verifies the body plus four wheel cores in the controller set.
IVP_Constraint_Solver_Car	get_num_of_appending_terminals		host-test	tests/IvpCarGeometryTest.cpp	The scenario verifies four real-wheel terminals.
IVP_Constraint_Solver_Car_Builder	IVP_Constraint_Solver_Car_Builder		host-test	tests/IvpCarGeometryTest.cpp	Initialization constructs the builder over the four-wheel system.
IVP_Constraint_Solver_Car_Builder	disable_constraint		host-test	tests/IvpCarGeometryTest.cpp	Initialization removes vertical translation and all rotational rows before matrix construction.
IVP_Constraint_Solver_Car_Builder	calc_constraint_matrix		host-test	tests/IvpCarGeometryTest.cpp	The generated 8x8 inverse drives a full one-PSI convergence check rather than a reachability probe.
IVP_Incr_L_U_Matrix	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Retained LU functions access the published 0x30 layout.
IVP_Linear_Constraint_Solver	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The retail solver reaches this+0x128 and confirms the 0x130 boundary.
